20
0.00439815 0.00249546 0.000512925
0.00439815 0.00249546 0.000287075
0.00439525 0.00249669 0.000498426
0.00439525 0.00249669 0.000301574
0.00441306 0.00249669 0.000520207
0.00441306 0.00249669 0.000279793
0.00440352 0.00249488 0.000512361
0.00440192 0.00248114 0.00044393
0.00439731 0.00249105 0.000416791
0.00440352 0.00249488 0.000287639
0.00440192 0.00248114 0.00035607
0.00439731 0.00249105 0.000383209
0.00439347 0.00249604 0.000508597
0.00439347 0.00249604 0.000291403
0.00440243 0.00249918 0.000525989
0.00440243 0.00249918 0.000274011
0.00439465 0.00249544 0.000406753
0.00439465 0.00249544 0.000393247
0.00474148 0.00250496 0.000655107
0.00474148 0.00250496 0.000144893
