18
0.00492881 0.00249726 0.00069637
0.00492881 0.00249726 0.00010363
0.00495739 0.0024971 0.000695066
0.00495739 0.0024971 0.000104934
0.00493917 0.00248974 0.000696337
0.00497382 0.00249525 0.000693022
0.00493917 0.00248974 0.000103663
0.00497382 0.00249525 0.000106978
0.00497043 0.00249371 0.000697926
0.00495375 0.00249237 0.000692059
0.00497043 0.00249371 0.000102074
0.00495375 0.00249237 0.000107941
0.005 0.00249526 0.000661741
0.00492369 0.00250024 0.000693432
0.00496077 0.00249997 0.000701475
0.005 0.00249526 0.000138259
0.00492369 0.00250024 0.000106568
0.00496077 0.00249997 9.85247e-05
