37
0.0046518 0.00250451 0.000547508
0.0046518 0.00250451 0.000252492
0.00461759 0.00250574 0.000445655
0.00467129 0.00250346 0.000595019
0.00461759 0.00250574 0.000354345
0.00467129 0.00250346 0.000204981
0.0046263 0.00250587 0.000506411
0.0046263 0.00250587 0.000293589
0.00462162 0.00250938 0.000424712
0.00462162 0.00250938 0.000375288
0.00461745 0.0024962 0.000496867
0.00464407 0.00250466 0.000556836
0.00461659 0.00250836 0.000464823
0.00460949 0.00250342 0.000477547
0.00461745 0.0024962 0.000303133
0.00464407 0.00250466 0.000243164
0.00461659 0.00250836 0.000335177
0.00460949 0.00250342 0.000322453
0.00463543 0.00249721 0.0004
0.00467819 0.00249355 0.00058336
0.00467819 0.00249355 0.00021664
0.0046678 0.00250737 0.000600802
0.0046678 0.00250737 0.000199198
0.00463378 0.00249571 0.000547037
0.00461688 0.00249413 0.000440952
0.00463378 0.00249571 0.000252963
0.00461688 0.00249413 0.000359048
0.00461803 0.00250237 0.000475859
0.00464762 0.00250374 0.000551923
0.00461803 0.00250237 0.000324141
0.00464762 0.00250374 0.000248077
0.00463195 0.00250294 0.000520096
0.00468603 0.00249598 0.000616918
0.00465224 0.00250649 0.000582198
0.00463195 0.00250294 0.000279904
0.00468603 0.00249598 0.000183082
0.00465224 0.00250649 0.000217802
